Date,Close
11/10/2021,64995.23047
11/11/2021,64949.96094
11/12/2021,64155.94141
11/13/2021,64469.52734
11/14/2021,65466.83984
11/15/2021,63557.87109
11/16/2021,60161.24609
11/17/2021,60368.01172
11/18/2021,56942.13672
11/19/2021,58119.57813
11/20/2021,59697.19531
11/21/2021,58730.47656
11/22/2021,56289.28906
11/23/2021,57569.07422
11/24/2021,56280.42578
11/25/2021,57274.67969
11/26/2021,53569.76563
11/27/2021,54815.07813
11/28/2021,57248.45703
11/29/2021,57806.56641
11/30/2021,57005.42578
12/1/2021,57229.82813
12/2/2021,56477.81641
12/3/2021,53598.24609
12/4/2021,49200.70313
12/5/2021,49368.84766
12/6/2021,50582.625
12/7/2021,50700.08594
12/8/2021,50504.79688
12/9/2021,47672.12109
12/10/2021,47243.30469
12/11/2021,49362.50781
12/12/2021,50098.33594
12/13/2021,46737.48047
12/14/2021,46612.63281
12/15/2021,48896.72266
12/16/2021,47665.42578
12/17/2021,46202.14453
12/18/2021,46848.77734
12/19/2021,46707.01563
12/20/2021,46880.27734
12/21/2021,48936.61328
12/22/2021,48628.51172
12/23/2021,50784.53906
12/24/2021,50822.19531
12/25/2021,50429.85938
12/26/2021,50809.51563
12/27/2021,50640.41797
12/28/2021,47588.85547
12/29/2021,46444.71094
12/30/2021,47178.125
12/31/2021,46306.44531
1/1/2022,47686.8125
1/2/2022,47345.21875
1/3/2022,46458.11719
1/4/2022,45897.57422
1/5/2022,43569.00391
1/6/2022,43160.92969
1/7/2022,41557.90234
1/8/2022,41733.94141
1/9/2022,41911.60156
1/10/2022,41821.26172
1/11/2022,42735.85547
1/12/2022,43949.10156
1/13/2022,42591.57031
1/14/2022,43099.69922
1/15/2022,43177.39844
1/16/2022,43113.87891
1/17/2022,42250.55078
1/18/2022,42375.63281
1/19/2022,41744.32813
1/20/2022,40680.41797
1/21/2022,36457.31641
1/22/2022,35030.25
1/23/2022,36276.80469
1/24/2022,36654.32813
1/25/2022,36954.00391
1/26/2022,36852.12109
1/27/2022,37138.23438
1/28/2022,37784.33203
1/29/2022,38138.17969
1/30/2022,37917.60156
1/31/2022,38483.125
2/1/2022,38743.27344
2/2/2022,36952.98438
2/3/2022,37154.60156
2/4/2022,41500.875
2/5/2022,41441.16406
2/6/2022,42412.43359
2/7/2022,43840.28516
2/8/2022,44118.44531
2/9/2022,44338.79688
2/10/2022,43565.11328
2/11/2022,42407.9375
2/12/2022,42244.46875
2/13/2022,42197.51563
2/14/2022,42586.91797
2/15/2022,44575.20313
2/16/2022,43961.85938
2/17/2022,40538.01172
2/18/2022,40030.97656
2/19/2022,40122.15625
2/20/2022,38431.37891
2/21/2022,37075.28125
2/22/2022,38286.02734
2/23/2022,37296.57031
2/24/2022,38332.60938
2/25/2022,39214.21875
2/26/2022,39105.14844
2/27/2022,37709.78516
2/28/2022,43193.23438
3/1/2022,44354.63672
3/2/2022,43924.11719
3/3/2022,42451.78906
3/4/2022,39137.60547
3/5/2022,39400.58594
3/6/2022,38419.98438
3/7/2022,38062.03906
3/8/2022,38737.26953
3/9/2022,41982.92578
3/10/2022,39437.46094
3/11/2022,38794.97266
3/12/2022,38904.01172
3/13/2022,37849.66406
3/14/2022,39666.75391
3/15/2022,39338.78516
3/16/2022,41143.92969
3/17/2022,40951.37891
3/18/2022,41801.15625
3/19/2022,42190.65234
3/20/2022,41247.82422
3/21/2022,41077.99609
3/22/2022,42358.80859
3/23/2022,42892.95703
3/24/2022,43960.93359
3/25/2022,44348.73047
3/26/2022,44500.82813
3/27/2022,46820.49219
3/28/2022,47128.00391
3/29/2022,47465.73047
3/30/2022,47062.66406
3/31/2022,45538.67578
4/1/2022,46281.64453
4/2/2022,45868.94922
4/3/2022,46453.56641
4/4/2022,46622.67578
4/5/2022,45555.99219
4/6/2022,43206.73828
4/7/2022,43503.84766
4/8/2022,42287.66406
4/9/2022,42782.13672
4/10/2022,42207.67188
4/11/2022,39521.90234
4/12/2022,40127.18359
4/13/2022,41166.73047
4/14/2022,39935.51563
4/15/2022,40553.46484
4/16/2022,40424.48438
4/17/2022,39716.95313
4/18/2022,40826.21484
4/19/2022,41502.75
4/20/2022,41374.37891
4/21/2022,40527.36328
4/22/2022,39740.32031
4/23/2022,39486.73047
4/24/2022,39469.29297
4/25/2022,40458.30859
4/26/2022,38117.46094
4/27/2022,39241.12109
4/28/2022,39773.82813
4/29/2022,38609.82422
4/30/2022,37714.875
5/1/2022,38469.09375
5/2/2022,38529.32813
5/3/2022,37750.45313
5/4/2022,39698.37109
5/5/2022,36575.14063
5/6/2022,36040.92188
5/7/2022,35501.95313
5/8/2022,34059.26563
5/9/2022,30296.95313
5/10/2022,31022.90625
5/11/2022,28936.35547
5/12/2022,29047.75195
5/13/2022,29283.10352
5/14/2022,30101.26563
5/15/2022,31305.11328
5/16/2022,29911.48828
